Day,Month,Year,Location,Plot,Station,Genus,Species,Identification,SeedLength,MajorWidth,MinorWidth,SeedGenus,SeedDescription,Flag
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.61,1.57,0.57,Lesquerella,bladderpod,1
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.92,1.64,0.47,Lesquerella,bladderpod,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.85,1.64,0.44,Lesquerella,bladderpod,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.77,1.54,0.52,Lesquerella,bladderpod,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.68,1.54,0.48,Lesquerella,bladderpod,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.78,1.63,0.46,Lesquerella,bladderpod,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.33,1.09,0.19,Plantago,light trans wing,1
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.12,1.12,0.13,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.88,1.2,0.17,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.37,1.19,0.14,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.66,0.74,0.13,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.05,0.86,0.13,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.99,1.32,0.18,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.08,1.3,0.17,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.24,1.46,0.17,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.23,1.21,0.19,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.67,1.13,0.13,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.37,1.14,0.15,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.46,1.27,0.15,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.27,1.19,0.15,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.03,1.08,0.13,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.41,1.11,0.15,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.98,1.11,0.13,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.49,1.05,0.16,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.41,1.22,0.15,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.99,1.2,0.14,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.06,1.11,0.13,Plantago,,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,4.46,1.71,1.64,,big cactus fruit,1
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,6.27,2.01,1.70,,big cactus fruit,1
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,6.59,2.16,2.10,,big cactus fruit,1
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,5.84,2.16,2.09,,big cactus fruit,1
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,6.62,2.41,1.96,,big cactus fruit,1
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,5.70,2.24,1.84,,big cactus fruit,1
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.50,1.04,0.64,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.92,0.86,0.57,Plantago,little canoe,1
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.46,1.06,0.64,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.16,1.01,0.61,Plantago,little canoe,1
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.49,1.06,0.69,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.14,0.91,0.65,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.21,1.02,0.61,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.57,1.20,0.74,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.23,0.89,0.60,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.04,0.95,0.63,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.21,0.97,0.59,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.92,0.83,0.50,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.09,1.00,0.63,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.18,0.94,0.57,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.96,0.94,0.68,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.21,0.94,0.64,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.04,0.95,0.56,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.86,0.91,0.56,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.13,0.94,0.55,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.64,1.07,0.67,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.97,0.98,0.65,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.23,1.04,0.62,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.62,1.16,0.81,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.27,1.09,0.73,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.45,1.13,0.66,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.18,0.98,0.62,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.09,1.01,0.60,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.37,1.13,0.66,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.08,1.04,0.63,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.01,0.91,0.59,Plantago,little canoe,1
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.17,0.96,0.60,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.01,1.00,0.58,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.53,1.08,0.70,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.45,1.24,0.70,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.26,0.97,0.53,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.29,0.99,0.60,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.20,1.06,0.64,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.09,0.97,0.60,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.25,0.98,0.60,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.37,1.08,0.68,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.37,1.10,0.66,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.15,1.04,0.63,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.19,0.94,0.78,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.32,1.12,0.61,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.60,1.12,0.66,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.05,0.93,0.58,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.27,0.89,0.57,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.07,0.95,0.61,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.28,0.96,0.59,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.46,1.21,0.78,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.44,1.13,0.64,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.08,0.98,0.58,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.58,1.19,0.71,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.1,0.88,0.5,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.44,1.06,0.7,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.11,0.98,0.61,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.38,1.03,0.62,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.6,1.24,0.72,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.17,0.98,0.59,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.14,0.9,0.6,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.25,0.99,0.58,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.71,1.29,0.83,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.83,1.27,0.88,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.43,1.13,0.72,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.5,1.11,0.68,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.38,1.23,0.75,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.29,1.01,0.61,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.17,1.03,0.64,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.16,0.99,0.56,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.65,1.16,0.68,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.96,0.92,0.56,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.48,1.08,0.64,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.36,1.01,0.62,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.4,1.19,0.68,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.26,1.03,0.63,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.33,1.0,0.62,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.42,1.1,0.62,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.47,1.14,0.68,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.78,1.17,0.68,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.78,0.84,0.51,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.25,1.09,0.66,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.55,1.2,0.69,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.2,1.03,0.63,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.72,1.25,0.73,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.02,0.91,0.54,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.65,1.2,0.71,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.08,1.04,0.63,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.76,0.89,0.57,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.2,1.02,0.64,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.59,1.2,0.67,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.15,1.02,0.59,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.22,1.07,0.65,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.26,0.95,0.6,Plantago,little canoe,1
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.15,0.93,0.6,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.56,1.09,0.69,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.27,0.97,0.65,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.52,1.06,0.66,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.27,1.05,0.56,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.43,1.04,0.66,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.51,1.2,0.71,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.01,0.91,0.55,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.12,0.98,0.65,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.35,1.18,0.65,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.3,0.95,0.6,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.08,0.9,0.55,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.01,0.94,0.59,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.1,1.01,0.63,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.75,0.89,0.54,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.27,1.02,0.63,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.43,1.03,0.63,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.24,0.93,0.57,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.36,1.04,0.65,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.49,1.09,0.69,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.21,0.98,0.57,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.66,1.25,0.74,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.35,1.08,0.68,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.09,1.03,0.66,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.19,0.95,0.63,Plantago,little canoe,1
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.32,1.04,0.66,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.98,0.87,0.57,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.32,1.15,0.78,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.4,1.06,0.68,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.99,0.96,0.62,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.39,1.2,0.89,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.22,1.06,0.68,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.64,1.21,0.68,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.28,1.1,0.67,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.51,1.1,0.68,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.32,1.06,0.63,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.15,0.98,0.62,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.21,1.08,0.64,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.66,1.19,0.7,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.05,1.05,0.66,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.18,0.94,0.6,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.35,1.07,0.79,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.11,0.97,0.64,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.63,1.31,0.78,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.41,1.01,0.64,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.18,0.99,0.52,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,1.85,0.88,0.54,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.23,1.01,0.62,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.5,1.19,0.74,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.2,1.01,0.6,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.07,0.98,0.61,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.35,1.14,0.69,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.13,0.99,0.63,Plantago,little canoe,0
15,6,1975,SNM_East,6,,Perognathus,amplus,LF1,2.15,1.04,0.59,Plantago,little canoe,0
